Date,AAPL,MSFT,GOOG,AMZN
2018-01-01,171.64076312157212,92.2974776322846,1002.5489491864774,1513.920405985945
2018-01-02,171.23022747123326,92.16666525029785,1008.509833652331,1516.6820616591597
2018-01-03,173.3768288794894,92.22687997618421,1008.8189919235621,1518.0407683955752
2018-01-04,178.47851683167704,93.4161265181478,976.3978422204138,1447.0274190660543
2018-01-05,177.72926534474263,93.83127024569079,979.0581665056385,1469.1532202386525
2018-01-08,176.98321412198206,95.45267327564842,1013.9699980895623,1473.3588159227143
2018-01-09,182.38456704378967,95.96807518669976,1008.4320349342697,1486.3645445121529
2018-01-10,185.0893850216008,94.9674157851541,997.1281314920992,1465.4252509180192
2018-01-11,183.4945364059071,95.60554292745766,1003.2022555980096,1454.3361177601885
2018-01-12,185.42612740407003,93.72622190121193,1008.3447106922245,1442.5581122498904
2018-01-15,183.84941953701036,93.93597637051455,1027.6630610911943,1472.8008915005698
2018-01-16,182.27815406110054,93.91104089810861,1007.700742025607,1461.8238140770773
2018-01-17,183.1535277354552,93.59694643112672,1019.5719184034286,1524.7360270164145
2018-01-18,176.68798960864285,93.41493215878918,1029.295489268835,1538.2734271634718
2018-01-19,171.05852980223716,90.39411298243026,1027.1925816918317,1499.4513270547905
2018-01-22,169.2873887759363,89.55215389939403,1032.8858786039534,1495.8011921571963
2018-01-23,166.11417296841174,89.72769257176478,1049.9710497847866,1476.50736501293
2018-01-24,167.14008802804076,90.00990162978802,1064.7006932827348,1412.8356524535313
2018-01-25,164.3322878118584,88.42138318553847,1045.9089445024272,1459.3557301923122
2018-01-26,160.03919370830133,90.44658490526412,1059.710799732551,1480.4158784365095
2018-01-29,164.56985953986245,89.10381949506638,1058.83658396864,1496.644294116995
2018-01-30,163.90494252917492,90.6696293471086,1060.2575545678199,1501.87399353011
2018-01-31,164.15006798952314,91.384701876795,1061.685830876138,1460.835847282797
2018-02-01,159.82414263479336,90.37795214913828,1059.3816607119163,1446.8863939211396
2018-02-02,158.22285117129502,93.28268637448059,1079.660327778385,1471.874276687505
2018-02-05,158.58948110915705,91.36855493891811,1078.4464127629171,1441.234403562357
2018-02-06,155.21100341455937,92.89170683710084,1059.8037578749877,1369.7363376425621
2018-02-07,156.35104735553696,94.57598828095637,1053.4596963161323,1363.6899285843663
2018-02-08,154.6200832552148,93.49384698124281,1056.6328824266711,1360.0080421245716
2018-02-09,153.803650566046,95.84928794826763,1077.495203934275,1363.9396081952161
2018-02-12,152.0978190785324,95.458086813196,1087.9882979267418,1384.3307455651154
2018-02-13,157.55063234189535,95.97617480206787,1073.7199131500083,1402.4541972716859
2018-02-14,157.54483149687377,96.44879657496905,1116.7924452222412,1410.006024649931
2018-02-15,154.46066345669652,96.25143801562872,1121.6759602674713,1444.6218516545066
2018-02-16,156.91470071284564,97.66916127398983,1144.6545958424974,1401.2742602347337
2018-02-19,153.36931368734182,99.0774950773842,1142.1438917878904,1415.8179067879646
2018-02-20,154.00949135191394,96.0992731365774,1152.0007047881672,1434.033616845274
2018-02-21,148.44257785567595,98.36733490879398,1167.557561710699,1398.8604289903685
2018-02-22,144.79458738607198,95.55536513903209,1190.4033848469596,1357.3263833549472
2018-02-23,145.36599722181614,97.34280857720523,1210.62610329697,1337.2751300986456
2018-02-26,147.4410804661255,99.32851627626601,1227.6072266406136,1319.7635672925144
2018-02-27,147.95163822040524,97.46667245855801,1221.7670755011068,1340.1667974791924
2018-02-28,147.66086009459744,96.79400403847244,1211.04973356364,1323.8711217821224
2018-03-01,146.85505610137898,94.9549803625349,1217.6454807578623,1301.4144578090131
2018-03-02,142.83968281389795,94.62603717800887,1235.9104419453588,1285.6652754678394
2018-03-05,140.9404385186139,94.14348865772268,1231.8213290501235,1315.1882154798604
2018-03-06,139.74933852240065,95.47769381280457,1252.9016278681231,1315.7366290816626
2018-03-07,142.60040740546233,97.74137467668125,1282.1420802364753,1311.192843191736
2018-03-08,143.56076488001545,100.20951455411527,1264.0172385216122,1308.4899416875924
2018-03-09,138.88667613695475,99.25259474356668,1247.7078199222544,1343.224695909492
2018-03-12,139.77041537272044,98.91870692883988,1245.1934219980892,1323.2956085671988
2018-03-13,138.78723392399758,96.05548054761344,1251.482405964994,1359.065622102866
2018-03-14,137.05299828874485,94.7301544137501,1241.4264382054905,1365.0548293500028
2018-03-15,138.67673111572495,96.38700484358198,1268.3916933976363,1360.8572245092107
2018-03-16,141.43607704053204,99.20498106839793,1277.1379431606829,1431.4418127428892
2018-03-19,143.97874097932072,97.09957445008841,1278.1788322236514,1401.5187545664892
2018-03-20,141.74422345145467,96.12097365019058,1249.84092151505,1391.776246882543
2018-03-21,140.94910664567306,96.10702569679412,1224.4448792472006,1357.83469708608
2018-03-22,141.8652160120867,96.61409434488957,1230.1135886149439,1384.3699042481303
2018-03-23,144.53645331163239,95.27478649840636,1189.7161410302804,1432.541171014964
2018-03-26,143.2647704451223,96.02087104355084,1209.0751570057898,1481.8130284425279
2018-03-27,142.79415089513915,95.25223411154587,1206.3008132404377,1519.0616569585611
2018-03-28,139.87016187926346,95.25849437249022,1269.7574064487112,1513.2552533504665
2018-03-29,136.77355167667807,96.21164239351864,1317.0120609548953,1502.3860278596871
2018-03-30,138.92027389572812,96.2533989454261,1313.5080762292976,1452.8409009794282
2018-04-02,142.55800661327032,95.54599910754821,1311.5639508676231,1513.9379997384979
2018-04-03,142.39521151612303,95.39203622789925,1332.5476925958353,1528.5535263092643
2018-04-04,145.15318231241577,95.27401956188014,1369.038362276815,1513.7029441428074
2018-04-05,146.1804981719967,94.6846039508924,1334.4316722181954,1555.0131598973346
2018-04-06,144.44066256758458,94.28360470168755,1297.664578351044,1525.0525787223457
2018-04-09,145.46227468741475,97.01110261560751,1285.263165791231,1537.8411547041885
2018-04-10,149.785037883555,98.00708342714238,1297.3635961903626,1532.7349326238823
2018-04-11,149.71633308919218,97.52888669541163,1307.8082942551953,1552.8348043773647
2018-04-12,154.2430539503224,98.76688366994169,1330.2853225940398,1551.084886281798
2018-04-13,146.82469964491568,98.21853800598667,1305.640127547527,1506.6077853283623
2018-04-16,149.15560756273527,100.30420157624214,1259.1174698619745,1509.1371574612986
2018-04-17,149.43378663895712,100.99268561185164,1276.493621289704,1541.6220642799897
2018-04-18,148.62419551899964,100.83405013290786,1260.1963569981801,1540.9516366778819
2018-04-19,148.91464833029207,101.6660799301627,1221.0031856511114,1565.4588750494872
2018-04-20,143.45624042442776,98.91953093094348,1224.032573189847,1533.0467064422471
2018-04-23,142.89311302664206,97.0040786546301,1239.658069464051,1532.4713093610223
2018-04-24,143.89213215723862,95.01310247241557,1237.5168411630323,1513.5330529263929
2018-04-25,147.99992437581713,95.28350559945798,1228.8636031359495,1536.732447039475
2018-04-26,146.5894218442845,98.27169534222128,1226.020521020365,1537.9450667042067
2018-04-27,144.39820437461015,102.24921465663166,1219.1219640131346,1559.728393112896
2018-04-30,143.0666675757835,103.43960468601715,1193.7440205982473,1594.5504525916322
2018-05-01,145.59495076677288,104.3909111676359,1180.6119355801818,1617.1858949872585
2018-05-02,146.53429876613575,101.159206361115,1190.5742250187977,1626.3643365837406
